"","baseMean","log2FoldChange","pvalue","padj"
HEXIM1,2378.25926108358,0.529058618180554,3.61655518936896e-08,1.57594825815224e-06
CCDC18-AS1,215.713770378693,-1.22173824851208,3.64005348195069e-08,1.58118411503032e-06
ADARB2,115.021099095232,-1.50672044755601,3.73126858223287e-08,1.61570969740084e-06
PRKCD,2097.49667533012,0.581021858173831,3.96467461654085e-08,1.71139716206168e-06
LRP10,3783.45468601676,0.499784436412912,4.02247300172863e-08,1.73092041355635e-06
TTC3,4154.37143116583,-0.532627527579627,4.08601645011068e-08,1.7527864958886e-06
EEF2,30001.8054458743,0.45638356267333,4.17017567437742e-08,1.78333288932227e-06
ARHGDIA,1385.6516173893,0.641042402458449,4.21977240900154e-08,1.79895560594276e-06
CCDC170,1908.54543961385,-0.645573043966242,4.26765846001474e-08,1.81243144856705e-06
POLR2A,5205.14479754675,0.557408504631362,4.2777067595083e-08,1.81243144856705e-06
EVPL,782.636347642949,0.689680848240166,4.34160693662216e-08,1.83386280727875e-06
UBE2J2,1163.95753235462,0.674635078667976,4.60686229142487e-08,1.93995393739818e-06
UNC93B1,919.402167532058,0.647099731594762,4.76221816530631e-08,1.99926049195939e-06
ADGRV1,670.091495203909,-0.781491083222407,4.96378457368168e-08,2.07182669066646e-06
ANGPTL4,776.712541737852,0.715942925098259,4.96516200377583e-08,2.07182669066646e-06
DNAH10,514.876269589458,-0.884323607926331,5.05635317064499e-08,2.10350402295412e-06
FLNA,3588.14507789114,0.524204310267275,5.08572775228705e-08,2.10935154063231e-06
ZYX,2488.30528689095,0.603368495486666,5.46643115294916e-08,2.26044315243574e-06
AIM1L,262.080581397557,1.02210161150288,5.62854981623807e-08,2.32051290328138e-06
PDCD5,609.030056180125,0.847409461013658,5.89469313155859e-08,2.42298281855408e-06
WNT7B,1223.9470884719,0.629407951051057,5.96725995440414e-08,2.44551099917098e-06
,175.250225365009,-1.20209599141589,6.09866127278175e-08,2.49194557051053e-06
RTTN,767.265000021304,-0.706634531461551,6.24592777907921e-08,2.54456880230535e-06
GPX1,1440.8981098638,0.626201754578667,6.58717761822389e-08,2.6756765723582e-06
ERBB4,209.047381853584,-1.288576495658,6.84479337994125e-08,2.7721413188762e-06
FAM216B,917.234790413285,-0.65488293198722,6.87524303447053e-08,2.77630781773194e-06
CDC37,1874.56741819122,0.650594509519668,6.97512936335522e-08,2.80840734892987e-06
SDC2,293.066865940712,-0.959269336838185,7.23075469628024e-08,2.90284233725303e-06
ALDOA,31472.9004483223,0.432300856988811,7.49424950492399e-08,2.99987836287219e-06
XAB2,534.49113155596,0.7669464811552,7.5194095993853e-08,3.00122522271117e-06
MYH14,2861.02847634623,0.512308592313774,7.88096325335131e-08,3.13644115603027e-06
LETM1,1329.61225438781,0.619273569335514,7.97757783550231e-08,3.165741982561e-06
KRT15,16037.9528855197,0.45170261303748,8.02561374395495e-08,3.17115513690526e-06
ID1,4573.3858205038,0.505948944378883,8.03727772534448e-08,3.17115513690526e-06
CCDC67,271.286768944348,-1.1622510900716,8.59460409239814e-08,3.38136281006635e-06
SPRR3,120.941826075065,1.42858082959167,9.15395893322931e-08,3.59116850457458e-06
DNAH7,799.958921864626,-0.710351211887199,9.36665392718858e-08,3.6607518270406e-06
PUF60,793.461064455569,0.660696097066658,9.38449814775114e-08,3.6607518270406e-06
CLPTM1,1308.39328831214,0.58401761478213,9.59668424818206e-08,3.7329475168776e-06
,421.737108036927,-0.931090138757161,1.00972040456241e-07,3.91080468215154e-06
PAN2,1025.37849988528,-0.658335783723586,1.01107223445603e-07,3.91080468215154e-06
CCDC146,983.573924022193,-0.686375328925737,1.04466875205353e-07,4.0294366150636e-06
TM4SF1,5958.33791764482,0.521401502057653,1.07352853638389e-07,4.12918657709669e-06
PPP1R14B,1033.95415513251,0.627991083707051,1.10636921071387e-07,4.24365014805848e-06
WFDC21P,853.962563789433,0.710079862603778,1.12644348432423e-07,4.3086463275402e-06
HSPA4L,969.712144096979,-0.63080676877203,1.25140017966843e-07,4.77334639169924e-06
NSFL1C,1429.76596572727,0.560950449241407,1.32472107574113e-07,5.03906331849597e-06
ADH1C,830.41244581766,0.693526131286537,1.33124416050461e-07,5.04992619563318e-06
ENPP3,433.977400754225,-0.804158350047875,1.35392216240953e-07,5.12184290559869e-06
LPAR6,809.950626243148,-0.665175633151766,1.39426405885656e-07,5.26000440834381e-06
SPR,752.272929737985,0.684947183460423,1.4419560621402e-07,5.42506420100287e-06
FIBP,1213.67009074705,0.618808752345653,1.47020184266075e-07,5.51626140965627e-06
SCYL1,1076.86724314028,0.641411326452418,1.49523899774218e-07,5.59495679318203e-06
EIF1,8738.96426806784,0.511075439283353,1.50432799322153e-07,5.61371177958277e-06
CREB3L1,421.470560911445,0.814046390594722,1.58173296490796e-07,5.88661160183312e-06
STC1,5120.32890891673,-0.514294909182303,1.60599491961803e-07,5.96079515987608e-06
SLC38A1,3751.22615433765,-0.493335565082616,1.61090819511241e-07,5.96295856094029e-06
EIF5A,4308.71862603744,0.557597984572327,1.64665198718094e-07,6.07892704114785e-06
DNAI1,468.509318817537,-0.788006223116136,1.6642855483925e-07,6.12759679180877e-06
PRDX5,3169.88965416368,0.519857181493996,1.71146557690133e-07,6.2845015983817e-06
DCTPP1,447.031461342944,0.821952888344525,1.73568508792182e-07,6.35648501613922e-06
POLDIP2,1873.06682459419,0.524267560910393,1.74913074051488e-07,6.38873482676125e-06
SQSTM1,11310.1886092224,0.45248006295018,1.77988144001699e-07,6.48385381720476e-06
PRPF19,2370.57780529031,0.549132677761341,1.80847125590917e-07,6.57061984007105e-06
ARL6,559.654664279575,-0.765238775031702,1.87895391113298e-07,6.79543720100625e-06
ERAP1,1847.46148575988,-0.555348146954564,1.88021900768582e-07,6.79543720100625e-06
PDE7A,835.668427947146,-0.63955763455901,1.89679589286513e-07,6.82728011842665e-06
PPP1R16B,642.288108192315,0.696789740607721,1.8989457410003e-07,6.82728011842665e-06
FOXN4,207.959582897593,-1.18625662149112,1.98023587503039e-07,7.10100208311679e-06
SAXO2,593.583766211582,-0.763205745198003,1.98769076485197e-07,7.10922125506794e-06
TTLL3,127.292132804539,-1.57624714467543,2.04478734888063e-07,7.26190411067607e-06
PCMTD1,1427.70856589911,-0.572399042446778,2.04555627838453e-07,7.26190411067607e-06
CLDN12,2675.13406055561,-0.489459964496679,2.04620101303e-07,7.26190411067607e-06
PPA2,1889.26704231952,-0.566400003753658,2.14490959802493e-07,7.59264914262294e-06
COL7A1,672.528925809397,-0.887576691878316,2.23528841372368e-07,7.89228755307054e-06
ILF3-AS1,239.879629689593,0.999553020385358,2.28544379000063e-07,8.04670192293442e-06
RGL2,1213.96954206042,-0.591911011849067,2.29510236223949e-07,8.04670192293442e-06
FADS2,698.463884629465,-0.793671985835917,2.29655327212289e-07,8.04670192293442e-06
THBS3,384.118313782579,-0.842406730424135,2.32291208870649e-07,8.11840087855034e-06
RNF167,1355.08590093487,0.57518066980608,2.38618397504445e-07,8.31841856616761e-06
CTSA,1365.19963845295,0.574051401585841,2.39838440891762e-07,8.33983669464537e-06
HS3ST1,872.492726892401,0.653332653181763,2.40550977015688e-07,8.3420300019862e-06
ELF3,12914.4547075169,0.44012768190339,2.41519860402458e-07,8.3420300019862e-06
TMPRSS2,1090.50692733916,0.584043702387917,2.41718952127269e-07,8.3420300019862e-06
CLCNKA,47.8108536175194,-2.48502452550279,2.42510053148366e-07,8.34840857963251e-06
,145.138162186391,-1.25919341692492,2.48707793831859e-07,8.54041476574738e-06
NEK10,660.260297624475,-0.693421099710909,2.50281338348143e-07,8.57306972401476e-06
ADH7,2863.94377661602,0.494392103498444,2.61390770521157e-07,8.93139183641768e-06
SH2D3A,529.891053176747,0.738387289108518,2.73490794172029e-07,9.32170355383376e-06
COL17A1,5285.09759590124,-0.462325062535697,2.88569582631889e-07,9.81136580948421e-06
GSTP1,7093.88220729778,0.494791233119163,2.91823761743901e-07,9.89756945619094e-06
INTS3,1741.54034591152,-0.57776662816842,2.95372771903883e-07,9.99332449414366e-06
ZBED1,1093.69687587982,0.598485088122004,3.01574363034798e-07,1.01781347524244e-05
DNAL1,1231.56507740443,-0.564410450218134,3.19840739499469e-07,1.07682322320481e-05
NICN1,492.219580701935,-0.812778212412378,3.2879029423102e-07,1.10425423208808e-05
CCNB2,179.596816369864,-1.25834402653357,3.39100382040447e-07,1.13611003909901e-05
AK9,605.851345957992,-0.746022152561111,3.47943710957658e-07,1.16290895628324e-05
MAPK15,181.036320138701,-1.15831190019412,3.67504537334387e-07,1.22531173827954e-05
CENPF,356.169260441297,-0.878886907509677,3.70604402831099e-07,1.23087397184142e-05
TSGA10,581.196920339517,-0.76866429824547,3.71707927412006e-07,1.23087397184142e-05
CFAP221,393.800910430956,-0.862111492825799,3.71854446104599e-07,1.23087397184142e-05
MFSD5,1036.51895769777,0.597403793355811,3.84442731979788e-07,1.26949074804837e-05
KRI1,354.97814193594,0.852037503570832,3.88260775650835e-07,1.27903131117512e-05
DLGAP5,172.161217516137,-1.36146058420208,4.13838687062048e-07,1.36003788086978e-05
CFAP157,296.052880779088,-0.894266268208349,4.21475033720978e-07,1.3818162484344e-05
TBC1D8B,495.78794228838,-0.808259059196833,4.22472505875731e-07,1.3818162484344e-05
LSR,1738.54355096759,0.528490781741159,4.33861454770229e-07,1.41570432042323e-05
DPYD,2803.81685018099,-0.479534411941796,4.52339817588585e-07,1.47251047002241e-05
KLHL6,292.761141609791,-0.941759109523893,4.55132348431967e-07,1.47810670705382e-05
RPL18,2738.23721856843,0.520934068760287,4.61113693496997e-07,1.4931800346981e-05
DNAH11,647.010595259955,-0.813576272673094,4.61942407248648e-07,1.4931800346981e-05
CEP70,783.091182675009,-0.672668841526543,4.67341866088245e-07,1.50709543232673e-05
DBP,512.876980294312,0.851161855234772,4.69226299027922e-07,1.50963694804077e-05
RBM10,611.125736824297,0.682040008215873,4.75460042374608e-07,1.52612698916045e-05
MCOLN3,228.998688647653,-1.02575712746212,4.80442397583836e-07,1.53853298016963e-05
FGFR3,3872.82248832941,-0.457774493918786,4.94397305026366e-07,1.57954777035106e-05
BTAF1,1175.35787828836,-0.701365592047078,5.04516758369746e-07,1.60814716730356e-05
MYH9,10763.7752257661,0.422136852488577,5.15411091691788e-07,1.6390786911307e-05
HELLS,390.223245227252,-0.843078793637782,5.17254505681028e-07,1.64115081641193e-05
PARK2,39.4525519713382,-2.57404614368751,5.2813908576103e-07,1.67183338182285e-05
PTPN6,573.523517856014,0.709217592482412,5.37995783571012e-07,1.69657198986448e-05
VIM,1323.09321574514,-0.70827099344299,5.40201949833175e-07,1.69657198986448e-05
NQO1,2893.41657110219,0.512250403436935,5.40452955036436e-07,1.69657198986448e-05
FMO6P,371.390503862843,-0.846597659377657,5.40882428141255e-07,1.69657198986448e-05
PRPF39,888.808505041648,-0.608395226953748,5.49896874362814e-07,1.71959542653925e-05
IMP3,2287.32714174308,0.522015930297173,5.50720103924335e-07,1.71959542653925e-05
SART1,611.273936708951,0.711650414666164,5.56642342132453e-07,1.7341549889511e-05
PROS1,655.254528879704,-0.658796300563661,5.66182265629759e-07,1.75989385953088e-05
,341.295923922847,-0.900197791227066,5.8066322242498e-07,1.80084066954774e-05
OIP5-AS1,2926.16413289409,-0.464083591423739,5.93393855132277e-07,1.83618727756662e-05
SRP9,3678.69743234555,-0.487399052002923,5.98307243028199e-07,1.84724007544805e-05
PSMC5,3035.17780001349,0.550242004185179,6.04535770719491e-07,1.85964412616317e-05
ATP6V0E2,397.179566530336,0.79742964342797,6.05025830443792e-07,1.85964412616317e-05
SLC2A3,108.425515220245,-1.68640056472363,6.10890399490608e-07,1.87348792895004e-05
TSPAN6,6387.90101356145,-0.450068913067448,6.20905041259067e-07,1.89996942625275e-05
CFAP52,512.234124918332,-0.715561806424808,6.38984770722027e-07,1.95095793632867e-05
ARAF,1016.34253344911,0.630977190742447,6.64363345107759e-07,2.02395647392341e-05
WWC1,1768.26902830194,0.50732116297243,6.71136395375804e-07,2.03828491228753e-05
ABHD5,1243.28889281765,0.549173955998137,6.72270227379076e-07,2.03828491228753e-05
POLRMT,664.91500497498,0.672574402681462,6.73507360269301e-07,2.03828491228753e-05
TTK,217.40622923069,-1.13902081124082,6.75615339607517e-07,2.04018053210428e-05
TUBA1A,1553.59005548065,-0.588649833925706,6.81679543192463e-07,2.05398847040705e-05
RIC8A,1741.10329827002,0.528600552812482,6.87144137517193e-07,2.06593335668379e-05
RBM5,1915.48904613501,-0.529082025067866,6.94913303453016e-07,2.08473991035905e-05
ATP1A1,26935.515982418,0.404629006462272,7.08331893319388e-07,2.12037612413217e-05
STAP2,931.032174035003,0.690820739652174,7.12842611036253e-07,2.12925005509093e-05
INSIG1,1996.65643349405,-0.516959794266699,7.221336584233e-07,2.15233343646944e-05
NOC2L,1039.45669475489,0.616960862275703,7.24924717439913e-07,2.15598560672734e-05
RBMS3,362.253687426857,-0.826694901176337,7.48393852263058e-07,2.22098779001343e-05
ACAD10,724.202818707142,-0.668479922169635,7.57353971170465e-07,2.24274498559512e-05
ANXA1,16716.7966710737,0.443139106784629,7.71517219423727e-07,2.27978371490659e-05
TMED9,1717.1665953727,0.523850135902844,7.84003050464919e-07,2.31171777406894e-05
LMAN2,3185.96450254934,0.482051756798474,8.10656084849866e-07,2.3851996342698e-05
DNAH1,537.430748333076,-0.815133683216697,8.30100011165852e-07,2.43720195175987e-05
S100A16,3178.1713869083,0.516518663597279,8.35045201516152e-07,2.44650477125051e-05
SDCBP2,263.874748556763,0.948482801011305,8.5191407625618e-07,2.49062777708017e-05
LRRN1,3335.98326250104,-0.448990731593329,8.54976180692221e-07,2.49428432375675e-05
PACSIN3,431.154371186739,0.750632925002141,8.58834347614396e-07,2.50024291049688e-05
SDPR,233.233774365849,0.97070698205523,8.78811121007884e-07,2.54644463177956e-05
CAPS2,310.538713393796,-0.855986926267179,8.8002404340628e-07,2.54644463177956e-05
C1orf132,162.023198370061,-1.25111086281927,8.80252465306516e-07,2.54644463177956e-05
SDF4,2745.41890690549,0.499921852060237,8.86072902195192e-07,2.55790856671442e-05
TUFM,3346.39793683063,0.552805130579103,8.97192831105258e-07,2.58459106366515e-05
CFI,1681.12870265562,-0.529709639824004,9.05513896381166e-07,2.60311614888699e-05
TNK1,262.204048157179,0.90386640780403,9.44855609314978e-07,2.71055452922234e-05
ZDHHC2,617.020773410813,-0.670410049174289,9.50852828620303e-07,2.72208803536415e-05
SLC28A3,67.059928503055,-1.76832542446123,9.54369983713747e-07,2.72648852193741e-05
PVRL1,2324.81836676745,0.508081967310556,9.83679633297718e-07,2.80440342660654e-05
LCORL,466.037328555081,-0.752022270128209,9.98452763241909e-07,2.84063936980188e-05
IFT140,954.44681050192,-0.577871896721955,1.03233212972919e-06,2.93097184048885e-05
CLDN10,251.210198136815,-0.984913270360305,1.04946118065867e-06,2.97347334519956e-05
SLC4A1AP,1367.80347474368,0.600621535689798,1.05535995579164e-06,2.98404652797759e-05
ESRRA,944.564251590228,0.614798014750708,1.06048073849531e-06,2.9923811002214e-05
N4BP2L2,1243.2397181568,-0.573868071686068,1.06405633647727e-06,2.9963304198961e-05
VARS,1396.74455423995,0.519640207023771,1.1330382183811e-06,3.18406862594036e-05
NCL,9961.76015011554,0.437463187175947,1.13544101457207e-06,3.18432235654936e-05
EFEMP1,3333.03432992112,-0.454878538146809,1.14608145161691e-06,3.20447170376647e-05
CCDC171,212.083945348542,-0.993621998915398,1.14727999270651e-06,3.20447170376647e-05
ID3,822.277373806537,0.597587174893649,1.16774235971431e-06,3.25502273143038e-05
PDCL3,342.995533605812,0.864484501019082,1.17162000716526e-06,3.25923383811427e-05
NOL6,1436.55842831457,0.524022943052673,1.17718330621528e-06,3.26810768681138e-05
KEAP1,922.018871911031,0.586137376885826,1.19394327667327e-06,3.30796758949515e-05
PTPRQ,56.2148039970012,-1.90290852607479,1.23462422969565e-06,3.41381037006207e-05
CEACAM6,9605.66605549847,0.453821175457283,1.25284013154022e-06,3.45723619465108e-05
TMEM106C,1203.53161263487,-0.653321128600067,1.27491368055696e-06,3.51111227625387e-05
DZIP3,1345.04708991001,-0.527282511553491,1.31184372197009e-06,3.60304804778674e-05
DNAI2,217.671477764164,-0.992115216603618,1.31352949890264e-06,3.60304804778674e-05
SERINC2,6830.46644460363,0.416054017323666,1.31906533983585e-06,3.61019759998414e-05
KCTD5,678.672031119716,0.635632664315662,1.32137951371969e-06,3.61019759998414e-05
PRPF6,1599.67801799213,0.515600219849501,1.35327120565125e-06,3.69000881224114e-05
PHTF1,848.032343195628,-0.669328737684883,1.37093702686583e-06,3.73079107904002e-05
CGN,2293.29913850929,0.471127365527658,1.43202336424567e-06,3.88934156324712e-05
DAPK2,685.234954954665,-0.642796242413466,1.46696771383678e-06,3.97640657864813e-05
SLC4A7,1090.50810097731,-0.684884099611341,1.48000429688469e-06,4.00386231200435e-05
SDC1,12762.6485404828,0.441750441788841,1.49364843728197e-06,4.03285078066132e-05
MAD2L1,178.44872707857,-1.10547718543891,1.54457672569003e-06,4.16219599075377e-05
PLA2R1,492.664812115198,-0.730097560927856,1.56712929991248e-06,4.21472079292868e-05
CFH,3457.86505532849,-0.450506571404995,1.57831513569272e-06,4.23653010106992e-05
HLA-DMA,1652.21430487755,-0.524536084702382,1.5885514429078e-06,4.25571077214795e-05
EPS8L1,860.657392394528,0.632483769794933,1.59433287764143e-06,4.26290557769369e-05
CENPB,712.874828293129,0.653675002662735,1.61023957262821e-06,4.29709281300202e-05
GTF2F1,684.171787908814,0.629544649757688,1.61612564985413e-06,4.3044584523194e-05
COL5A2,661.482353858209,-0.647216686431512,1.62748587273838e-06,4.32634758061922e-05
PABPC1L,145.567870829658,-1.18059664939975,1.73892602527671e-06,4.61368234452029e-05
RAB11B,1216.01899960465,0.540979969984951,1.75299998291857e-06,4.64129207521106e-05
C15orf48,2291.55377179414,-0.603428745044075,1.75607347217499e-06,4.64129207521106e-05
CCDC191,445.515419617988,-0.77388966216132,1.7626808781184e-06,4.64983059227786e-05
DENND6A,502.591647753269,-0.697615337813362,1.77598637254236e-06,4.6759717686249e-05
GABRE,940.055901271736,-0.751423791508458,1.81007342679301e-06,4.75662425323279e-05
RUSC1,645.28736804619,0.633122190152281,1.82103278477347e-06,4.77630884692012e-05
RAB25,2916.83282199514,0.470637422153355,1.83675773392387e-06,4.80060690065275e-05
FAM65C,60.1066350482425,-1.90517910805577,1.83726930765722e-06,4.80060690065275e-05
KRCC1,951.437094690212,-0.584125680734671,1.84349622885694e-06,4.80775436957578e-05
,244.283041603942,-0.936712103536236,1.87012380019356e-06,4.86797820957757e-05
MYL6,9740.52219344355,0.467248589042706,1.8812288359e-06,4.88764548497038e-05
PSIP1,579.999017277988,-0.712541928895246,1.89111438663461e-06,4.90407629076432e-05
MARCH7,2310.83572135528,-0.476410111983068,1.90814592614878e-06,4.93894161711819e-05
PLCD3,1078.04728285525,0.556264955062699,2.03324293185382e-06,5.25207382826189e-05
TTLL9,199.318104563073,-0.988937647906425,2.03675194211463e-06,5.25207382826189e-05
HERC2P2,212.275528552314,-0.985218945360046,2.08043366972043e-06,5.3448219869966e-05
CFAP69,324.862169324979,-0.818206576714006,2.08048263255641e-06,5.3448219869966e-05
FURIN,848.227719396805,0.573227808050756,2.21052189070394e-06,5.66832149627435e-05
KCNJ2,704.529554771932,-0.670648022043542,2.22710746295497e-06,5.7002360157788e-05
LRBA,3240.10656089804,-0.528733870708543,2.23980633787193e-06,5.72210264795853e-05
HEXA,1250.54179530247,-0.520713320421572,2.29530123779221e-06,5.85301815637015e-05
SULF1,128.083797371427,-1.20833710041975,2.31888990956016e-06,5.89245728284022e-05
BBOF1,1705.61852358902,-0.549157669197948,2.31932596027552e-06,5.89245728284022e-05
